COUNTY_MUNI_CODE,Latitude,Longitude
US32027,40.44177970325493,-118.4045887254157
US32029,39.44716980997018,-119.5292679327359
US32031,40.6788917935775,-119.6642005972145
US32033,39.44558821184412,-114.9020678849006
US32510,39.15114662939607,-119.7475580321541
US35001,35.05153411079968,-106.6702453319947
US35003,33.91798859886078,-108.4046203727104
US35005,33.3659544432283,-104.4659016166296
US35006,34.91335585416488,-107.9994036958076
US35007,36.60706244477048,-104.6468225339973
US35009,34.57471186035491,-103.3469020303228
US35011,34.3430660486176,-104.4118939927138
US35013,32.35425562824762,-106.8324911807845
US35015,32.47274710062779,-104.3045205188198
US35017,32.74088135197898,-108.3825759201327
US35019,34.86425873556538,-104.7903153733344
US35021,35.85873987537071,-103.8204528877661
US35023,31.9166064766338,-108.7153402933246
US35025,32.79549322873642,-103.4124878880139
US35027,33.74691011214966,-105.4591785650766
US35028,35.8693676404496,-106.3073565433956
US35029,32.18308979452181,-107.7497315894683
US35031,35.58195491800427,-108.2613648150418
US35033,36.01090037256497,-104.9450111858951
US35035,32.61577423898121,-105.7419216728093
US35037,35.10573637005591,-103.5490734483555
US35039,36.51110137106636,-106.6935388774043
US35041,34.02223312462183,-103.4803531556
US35043,35.69006886403298,-106.8664148221923
US35045,36.51014954575526,-108.3205252718097
US35047,35.48125660072679,-104.8159063964002
US35049,35.50829656855106,-105.9762445966063
US35051,33.13131509633942,-107.1922283411812
US35053,34.00871975965493,-106.9305399327511
US35055,36.57947289151428,-105.6309943277879
US35057,34.64133385771065,-105.8507400966292
US35059,36.4836490263683,-103.4712323536326
US35061,34.71569885424451,-106.8091477441289
US38001,46.09704279452979,-102.5285838005613
US38003,46.93697500202282,-98.07157765244644
US38005,48.07007604961571,-99.36641585265149
US38007,47.02467084169319,-103.3761971313698
US38009,48.79266288554561,-100.8333432110815
US38011,46.11284462353265,-103.5206711665681
US38013,48.79151501032251,-102.5180750343472
US38015,46.97847818644003,-100.4687708073636
US38017,46.93382656124996,-97.24806550199776
US38019,48.77280526832682,-98.46486473532669
US38021,46.11039573560227,-98.50470668713132
US38023,48.81525559936613,-103.487381630073
US38025,47.35807202604823,-102.6182152868689
US38027,47.71776459092163,-98.90166191839944
US38029,46.28612410474951,-100.2387798435776
US38031,47.45723915964961,-98.88298596453988
US38033,46.94145536457901,-103.8465708447357
US38035,47.92257675990039,-97.45704363180644
US38037,46.35916350999134,-101.6398389889332
US38039,47.45772210607529,-98.23698556159052
US38041,46.43287238949257,-102.4603735157785
US38043,46.98123064607154,-99.78014702731576
US38045,46.45719391198788,-98.53546034439653
US38047,46.45762357088995,-99.47741456024548
US38049,48.2360373164217,-100.6364577996383
US38051,46.1120509908127,-99.44119173441403
US38053,47.74148517913669,-103.394709715811
US38055,47.60776495998954,-101.3223662606031
US38057,47.30983312698029,-101.8313497088053
US38059,46.71685587671565,-101.2817930085986
US38061,48.20258210369973,-102.3558984844188
US38063,47.9223167324518,-98.19199032489188
US38065,47.11545485888941,-101.3402993661982
US38067,48.76799277508434,-97.55187464039555
US38069,48.25089204075406,-99.97159293046644
US38071,48.26961693740777,-98.7200171440782
US38073,46.45643210418277,-97.65740047556832
US38075,48.71980798978834,-101.658129526175
US38077,46.26568687737316,-96.94840442977888
US38079,48.77301102592249,-99.84098956608928
US38081,46.10821320497202,-97.63073936742016
US38083,47.57608384590809,-100.3455289586167
US38085,46.1131097010355,-101.0398645669397
US38087,46.44750405370436,-103.4598106912704
US38089,46.81098753547206,-102.6550564547975
US38091,47.45659455046643,-97.72460600357566
US38093,46.98038787552301,-98.95888827752547
US38095,48.68658471936768,-99.24581993872545
US38097,47.45463228368635,-97.1615752250667
